rest,scr,id,scramble_length
13.41,D2 B L2 F' U' L' D R L2 D' B' R2 F2 D' L2 D B2 L2 U' L2 ,8423,56
13.41,D B U2 D2 B R' L F' B2 D' R2 F2 L D2 B2 R D2 R B2 R Rw' Uw',8427,59
13.41,F L2 B2 L2 F D2 B2 R2 D2 F2 U2 L' F2 D' F D B L' B2 D' F2 ,8428,58
13.42,L D' R D2 B U' R2 U L F R' U2 L' B2 R2 D2 L B2 R2 U2 ,8433,53
13.42,R2 F L2 B' R2 F' U2 F L' B' F2 R2 F R2 U L' R D U ,8436,50
13.42,F' R2 F' R2 B U2 B2 F2 L U2 R D' L2 R B' U' F R2 D2 ,8454,52
13.42,R2 D2 B2 D2 L' D2 L2 R B R U' L' F' D2 B2 L B2 F2 L ,8460,52
13.42,L' F R2 F R2 D' R F U R B U D' B2 U' R2 L2 F2 B2 ,8470,49
13.43,D L2 U' F2 D' L2 F2 D' F2 L2 F R2 F' R' D' B' F' D2 U2 L' U' ,8477,61
13.43,L R D2 B2 R2 U2 B2 R F2 R2 D R' D' F' R2 U' L' B' L2 U2 ,8485,56
13.43,F2 U L2 D R2 U F2 R U' R F D2 R2 F2 U2 F' U' L ,8487,47
13.43,D2 L' D2 B2 R' U2 R F2 L U2 L U' R F' D F2 U' B' L' U' L' ,8491,58
13.43,U F2 U' L2 D R2 F2 U R2 U' B2 F' R U' R' B2 R2 F L' F2 ,8501,55
13.44,U2 R2 D2 F2 L2 R2 F2 U' L2 U2 B2 L F' L2 U' B F R U F' D ,8510,57
13.44,U B2 R D' B L' U' R L2 B U' B' U2 R2 F2 L2 F' R2 U2 R2 ,8524,55
13.44,L' F L2 D B L2 U' L F' U R2 L2 F2 D2 B2 U2 F2 D L2 U2 ,8526,54
13.45,R L2 F2 R' F R' F2 B' L B2 D' F2 B2 D2 F2 D B2 L2 B2 R2 ,8534,56
13.45,U2 B2 R B2 L U2 B2 R D2 B2 L F D L' U2 B' F' R2 U B' L ,8542,55
13.45,L' U R2 D' L2 F R U2 F D2 L' F2 R' L F2 U2 R D2 L U2 ,8547,53
13.45,F' R' D' B' D2 B2 D L B' U B U2 L2 F2 U2 L2 B' L2 F D2 F ,8557,57
13.45,B2 D' B2 L2 R2 D' F2 U' L2 R2 U L U2 B2 U' R F' R' U B' ,8566,56
13.46,F2 U' B2 D F2 D' R2 U F' L F U B R B' R D U2 B' ,8581,48
13.46,U D' B R L B2 U' F2 D B R2 U L2 F2 U L2 D' F2 D' L2 ,8583,52
13.46,R' D2 U2 R2 B2 L D2 R' D2 U2 F2 U B D' R' D' R' F R B' D ,8586,57
13.47,F2 L' U2 B2 L F2 L U2 L2 F' R U' L' B' U' R D2 R' F2 ,8600,53
13.47,D2 F' U2 L2 F' D2 L2 F R2 D' U' F' D2 L2 F2 L' F' D' R' ,8603,56
13.47,R' U2 F2 L' U' B D L' U2 D2 B R2 U D' R2 D' L2 D F2 ,8611,52
13.47,F B' U L D2 B D R2 U F2 D2 B2 D2 L2 F2 L2 B' U2 F ,8612,50
13.47,F' D' L2 F2 U D' B' U L F L' U2 L2 D2 B2 L2 B2 ,8622,47
13.47,D2 R2 B' R2 F' U2 R2 F R2 U' L2 U' L R' U2 F L B' U' F ,8632,55
13.48,U D' B' R' U' R2 D R2 L2 B R L2 F2 L2 B2 D R2 F2 U2 F2 ,8652,55
13.48,F' D2 R2 B R2 U2 F' D2 L2 R2 B2 D' L' R' D B' R D R D' ,8668,55
13.48,L2 F2 L' B2 U' R D L D' B R2 U' F2 U2 B2 R2 B2 D L2 ,8669,52
13.49,D' B2 R' L2 B D2 B' D' F L F2 D2 L2 B' D2 L2 F R2 U2 F' ,8692,56
13.5,D' U2 F2 L2 U R2 D L' U' F U2 R' D' L2 F2 D' F' U' ,8701,51
13.5,L F2 U2 F2 U B2 U B' R F2 U2 R2 F2 D' B2 U2 L2 U' L2 D ,8708,55
13.5,F2 U' B R2 B' R' B' U F B2 R2 U2 L2 U2 F2 U R2 U2 B2 U' ,8712,56
13.5,R' F' U2 F R U' R' L' F' U F2 D' F2 B2 U R2 L2 D2 R2 ,8718,53
13.5,F2 L' D2 L2 F2 R' U2 B2 R2 F' U' B D' R' U' F R2 B2 U ,8732,54
13.5,L2 R2 D2 L2 F2 D' U2 L2 U' R D' L' U2 F2 D B D2 L B2 D ,8739,55
13.5,U R2 U2 B2 L2 B2 D' R2 D' F2 R' B2 U F' L U' B' L' B R' ,8742,56
13.5,L' B D L B2 R F U2 F2 L' U' B2 R2 L2 U' R2 D R2 D' F2 ,8743,54
13.5,R2 B2 U2 R2 D U2 L2 F2 U' B' L R2 D B R' D' B' F2 R' B2 ,8745,56
13.5,D2 L2 D' F2 U F2 L2 R2 U' R2 F' D' L R2 D F' D' U' F' D2 B' ,8751,60
13.51,F' L' D' F2 U' D2 B L' F' B2 L2 B2 U2 R2 L2 B2 U' F2 D' ,8758,56
13.51,U' R F D' F R' U' R L F' D' B2 D L2 D B2 D L2 ,8760,46
13.51,R2 U2 B' D2 F2 L2 D2 F L' B2 F' U' L' U' L F D B L2 ,8765,52
13.51,D B2 U' L F' L2 D R' B U' D2 B' R2 U2 B' U2 F L2 F' U2 ,8767,55
13.52,B2 R2 D' B2 R2 D U' L2 U R' B' U' F2 R2 U L' B R2 U2 ,8778,53
13.52,F2 U B2 R2 U' L2 D2 B2 R2 B2 U L' U2 L' B L2 R2 F L2 U ,8783,55
13.52,B2 L' D2 U2 R B2 R2 F2 U2 R D' R B L' U2 R' D B U' R2 ,8790,54
13.52,D2 B2 D' F U R F D F2 L F2 L2 U2 B' L2 D2 F' B2 L2 B ,8799,53
13.52,L2 U' L2 F2 D U2 F2 U' F2 L' R' D' B2 L' F2 L2 U2 F' D U2 ,8804,58
13.52,R B L' F2 U' F U F' U' F2 R2 L2 F U2 B2 L2 B R2 B ,8807,50
13.54,R' L2 B2 R2 U D F' R' U F' D' L2 D2 R2 U L2 B2 U' D' ,8832,53
13.54,U D' F' U D R2 D' F B' U R' B2 L' D2 R U2 R2 F2 L' U2 ,8835,54
13.54,D L' U F' R L U' D' F' R' U' F2 L2 D R2 D F2 D2 R2 F2 D ,8844,56
13.54,B' R' B' R2 D' B U2 R D2 R U2 B2 U2 F D2 R2 F2 D2 L2 ,8848,53
13.54,D F2 D B2 L2 D L2 U B2 L D B R B2 F2 R2 U B D R2 ,8854,49
13.55,R' D2 B2 U F' U' F U2 B' R' F2 U2 L2 B2 D' R2 U F2 U2 F2 R2 ,8872,60
13.55,R2 F R2 U2 B' F2 L2 B2 R' U' R U2 L' R' D2 U R2 D2 F' ,8887,54
13.55,L' F2 U2 B2 L2 B2 L F2 D2 L2 F2 D R D R F L' U2 L B' ,8890,53
13.55,D' F2 U2 F2 L2 R2 U L2 D' R F' U B2 L2 B F' D' B U' ,8891,52
13.55,U' L2 U F2 D2 F2 R2 D' U' L U R B L B R2 F' D L2 U' ,8892,52
13.56,D B2 U F2 U2 R2 U' F2 L2 U' R U2 L' B' R2 D2 F2 L2 B' ,8899,54
13.56,U B' U' D2 F2 U2 R2 B' L B' U2 L2 D' B2 R2 U2 R2 L2 ,8904,52
13.56,D' U' B2 D L2 D2 R2 B' L' U F' R' D' R' F D R2 ,8918,47
13.56,F2 D2 L' B2 L' F2 U2 L F2 U B D B2 F2 R' U2 R B2 R F' ,8920,54
13.57,B U' B R L' B' R2 L' F2 B' R2 U2 R2 B R2 F' R2 L2 D2 ,8926,53
13.57,B2 U2 R2 F' U2 F' U2 R2 B L2 B2 D F' U' F' R' D2 U' L2 B2 ,8928,58
13.57,L2 U2 F' D2 F' R2 D2 F' L2 U' R' D' U2 L' B U' R' D U' L2 ,8939,58
13.57,B2 F2 U2 L2 F2 L2 U R2 U' F' L R' D' B R2 U' B U B' U2 ,8940,55
13.58,U R2 U R2 B2 U2 F2 R2 U' B2 L D' F' D2 B U' B2 F' R' F ,8951,55
13.58,B2 R2 B R' B' U2 D R' U' R2 F2 U2 L2 D2 B U2 R2 L2 F2 ,8968,54
13.58,B2 L R B2 L D2 R2 F2 D2 B2 R D F' U2 L2 U R' D' B F ,8970,52
13.59,B' R F' L' F' R2 B R' U2 F L2 D L2 U' R2 D' F2 L2 D' ,8979,53
13.59,R D2 B2 L' F2 R' B2 L U2 B2 L F' L' F D L2 F' U' L' R' ,8983,55
13.59,U' D B' R' D R D2 L' B2 U' F2 L2 B U2 B R2 U2 F' B' L2 ,8996,55
13.59,U' L2 B2 U' B2 U' F2 D2 U' F' R2 D' F D U L' R U ,8997,49
13.6,D2 R2 L' U' F L B R' D F U' F R2 L2 F D2 F' D2 B D2 B ,9003,54
13.6,F2 U2 D R2 F R' L' B' D' R2 U2 F' D2 F' D2 R2 F R2 L2 ,9009,54
13.6,R2 B' U B2 R2 B2 L D2 F' U' F2 U2 B D2 F' U2 R2 L2 D2 ,9016,54
13.6,R2 B U D R' L2 F2 D' L B U' R2 D2 B2 D' F2 R2 L2 F2 R2 ,9020,55
13.6,L' U R' F' L' F D' B D2 F D R2 F2 D2 R2 D' R2 L2 F2 B2 ,9027,55
13.61,U' D' L' D F U F2 R' F R' L2 B' R2 L2 D2 B U2 D2 B2 ,9033,52
13.61,B2 U' B2 R D' B L' D2 F' D2 L' F2 U D' R2 U' B2 L2 B2 R2 D2 ,9039,60
13.61,U2 B' F2 D2 L2 B2 F' D2 L2 B' R U' R' F U' F2 L2 D' F D2 Fw Uw',9044,63
13.62,D' B U F' D' F' B' D' R U2 L2 U L2 F2 D' L2 U' F2 L2 F2 ,9049,56
13.62,U2 F2 D2 R2 U' R2 U' R2 D2 L D R2 B L2 R2 F U2 R D' L2 ,9073,55
13.62,U' B2 U' F2 D B2 U' L2 R2 U2 F L2 U' R' D F' R2 B2 L' ,9092,54
13.63,U2 B2 D2 B R2 B2 F2 D2 R2 D L F' D2 L D U2 F R U2 ,9098,50
13.63,L2 U2 B2 F2 U R2 B2 D2 L' F' R' U2 R U' R' F2 L2 F U ,9101,53
13.63,L2 R2 B D2 L2 B F D2 U2 R2 F L' B' U2 R2 D' B F' L2 B L ,9102,56
13.64,U2 B2 L' B2 R2 F2 U2 L' D2 U2 L' F R B L R' D R' F' ,9114,52
13.64,L2 B2 D U2 R2 D2 R2 F2 U B' D L' R B D' F2 D' B D2 L2 ,9116,54
13.64,R2 F U2 L2 R2 B D2 L2 D2 U R2 B' L' R U F L' F2 U2 B' ,9120,54
13.64,F2 L2 B' D2 B R2 F L2 R2 U2 F R F L' R D R U L B2 ,9122,50
13.64,U2 B2 L2 B2 U' L2 D U' B2 U' R2 B' R U F D' U' L' U ,9128,52
13.64,F2 U B2 U2 B2 U' B2 F2 R D L2 B' U' F R' D' L' R U' ,9134,52
13.64,L2 B2 R' F2 D2 L B2 U2 B2 U2 R' F D' L' R' U B' D2 F' R' ,9142,57
13.65,R' B' U D L2 F' D2 R' B' D2 F' U2 D2 L2 F' U2 B2 R2 F' ,9162,55
13.65,R2 F' L' U2 F' D' R U L' U' R2 D2 B2 D2 R' F2 R2 F2 L B2 ,9166,57
13.65,B2 D L2 U2 B2 D2 B2 R2 U2 F R2 D L F' U2 F' U L2 B2 F ,9171,54
13.66,B' F' R2 F' L2 B' R2 U2 R2 D B' F U B F' U2 L B2 D' ,9180,52
13.66,F R' F' B' U' L' F B2 U' B2 R2 L U2 F2 U2 R' D2 R' ,9186,51
13.66,D2 F R2 U2 F2 L2 D2 B' L R F D B2 D' R' F2 R' D' L2 ,9192,52
13.67,B2 D' L2 D L2 U' F2 L2 U L' B2 R' B F2 L' B2 L2 B2 D ,9200,53
13.67,B2 L2 B2 U2 F' D2 B' L2 F D' B2 F D' R' D L2 U2 F2 R' U' ,9202,57
13.67,F2 D B2 L2 R2 U2 R2 F2 U' B D' R' B' U R' B F U L D2 ,9203,53
13.67,F2 L2 U B2 U F2 L2 B2 U' B2 F' D' L F' L D' L2 D' B L ,9206,54
13.67,L' D2 L' D2 R2 B2 L' U2 B2 F' U' B' R2 F L F' D' U' L D' ,9210,57
13.68,F' R2 B2 F' R2 D2 F D2 L2 U' R' B L F U' L2 F R D U ,9229,52
13.68,U2 R F2 R2 B2 D2 R D2 U2 R D F' L D' B R' F' U' F U' ,9235,53
13.68,U2 L2 D' U2 F2 D' B2 L2 D L2 U' L' B F2 L F' L' D' F2 R' F ,9237,59
13.68,D L' B R F R' L2 B U2 R U B2 U' B2 R2 U B2 U ,9239,45
13.68,U2 L R F2 L2 D2 F2 U F2 R' D' F' U L F L2 B2 ,9241,45
13.68,F' B' D L' D' B U' B' U' F D2 L U2 F2 R L U2 D2 F2 R ,9251,53
13.69,B L2 F R2 D2 B F L2 R B' U2 R' U2 F L D' R' U2 R ,9259,49
13.69,R2 B2 U2 B' R2 F D2 L2 B2 D2 F R' F U' L2 D R F2 R' U R2 ,9263,57
13.69,L2 D2 R' D2 B2 L' B2 R' F2 R' B' F D L' D2 L F2 R F2 U ,9273,55
13.69,D B' R' U2 R2 F2 U2 R B' D F2 U2 B D2 L2 B' D2 F R2 ,9279,52
13.69,B F L2 B R2 B U2 B2 L2 F' U2 L F' R B F2 R2 U' L' ,9282,50
13.7,R' U2 R' F2 R' B2 F2 R U2 B' R' D2 R2 D B L U2 F2 D ,9286,52
13.7,B2 L2 B2 D' F2 U' L2 U2 B2 R2 U2 B D' F D' R B' F L B L ,9292,56
13.7,U2 F' U2 L2 U2 B' U2 B' F U2 L' U B2 R F' D' B2 D' R D2 ,9305,56
13.7,R U2 R D2 U2 R2 B2 L' D2 R' B2 F D B' F2 L2 D' F L B F2 ,9315,56
13.7,U' R2 U' F2 U' B2 R2 U L2 U B L D2 U' R D2 F U' B' F2 ,9319,54
13.71,L' U2 F2 R U2 B2 R U2 L2 B' D' U2 L' F2 D' U R' U' F2 ,9327,54
13.71,U2 D2 B U B2 U2 B' U2 L F' R2 B2 R2 B2 R2 U' R2 U2 L2 F2 ,9334,57
13.72,L' U2 L2 B2 L' D2 R B2 R2 B L' F2 D L' U' B2 L2 R D ,9346,52
13.72,L' B2 L2 R F2 R' U2 R' U2 F2 D' U F D' F2 D' F R B2 ,9354,52
13.72,L2 B U2 B2 L2 F' R2 B' L2 R' D F2 L2 F2 U R2 B F L' ,9359,52
13.72,L2 F2 U L2 R2 D U' L2 D R' F L' D F D2 B' D2 R' D2 R' ,9363,54
13.72,U F2 D' L2 D' R2 D' B2 L2 R' D2 U' B' L' U L' F' U2 L R ,9375,56
13.73,D' R2 U' F2 U F2 L2 D2 F2 R2 D F U R2 B D' F2 D' R' U' B2 ,9387,58
13.73,D F B2 U' B' D F2 L2 D R L2 D' B2 R2 U' D' B2 D2 L2 ,9392,52
13.73,U2 B2 U2 R2 U2 R D2 L' U2 L' R2 D' R2 B D' F' D' L U F ,9393,55
13.73,B2 R D2 R D2 U2 R D2 R' B2 L' D L' D' L2 F D' B' F D R ,9394,55
13.73,L' D2 B2 R' U2 L' B2 L B2 F2 U B' U2 F' R D' U' R U' R' ,9396,56
13.74,R2 F U2 F U2 B2 R2 F2 L2 U' F' D' B R2 B' U2 L B F2 ,9406,52
13.74,D B2 F2 L2 U R2 U L2 D2 R2 U R' U L2 U R' F' D' F2 L2 R ,9407,56
13.74,L F2 L2 F2 D2 L F2 R2 U' R2 D' L R D' L B L D2 F2 ,9410,50
13.74,D R' B L' B U2 B D' L' B U2 R' U2 R2 L U2 L2 U2 B2 R ,9430,53
13.74,L2 D B2 D R2 U' L2 U2 L2 F' D' L R' B' L2 R2 F L2 F' L' ,9433,56
13.74,B U2 R2 F' D2 R2 B2 D2 L2 F' R U2 F L' B' D' R' B F' D' L ,9437,58
13.74,B2 R' F2 L' R2 U2 R D2 F2 L U2 B D F U L2 R2 D B R' ,9438,52
13.75,L2 F U2 L2 B2 U2 B' L' F R U' L2 D' L' U2 R2 F ,9451,47
13.76,D' B2 U' R2 D' L2 U2 B2 R2 B L2 D U R' D2 B F R U2 B' ,9469,54
13.76,D' F2 L2 F2 U L2 F2 U2 L2 R F2 L F2 U B' L2 R2 F2 U2 F' ,9475,56
13.76,L2 F' D2 L2 F2 R2 B F' R2 D L2 F' R U' B' F R U2 L' D2 ,9480,55
13.76,R2 D B2 R2 U' L2 D U2 B2 D2 L D' F' D2 L R' B D2 U' L ,9487,54
13.76,D2 F2 L2 B D2 U2 L2 F2 L' D U2 R2 F2 U2 R2 B2 R D2 B ,9492,53
13.77,F L2 D2 F2 L2 D2 F D' B' L D F R2 U2 R F' D2 F2 ,9500,48
13.77,D' R' U' F' U D' F2 U' L' B2 D F2 R2 U F2 B2 R2 U' F2 B2 ,9501,57
13.77,F R2 B2 F' R2 F2 D2 L2 D2 R2 D R' D' L U2 B D' R' B U' ,9514,55
13.77,D2 R2 B2 R2 F R2 U2 F2 D2 F R D R' F U B' L' D2 R ,9520,50
13.77,F' U2 F U2 L2 F2 U2 B' R2 F' L B2 F R D L' U' F2 L' R2 ,9525,55
13.78,L F' B' U L' U' R F' R' U' R' B2 U2 D' R2 U R2 F2 L2 ,9528,53
13.78,D R2 L' F2 L' U' D2 R' F' L' U2 R2 F' U2 D2 F2 L2 F' ,9540,53
13.78,B2 U B2 D' L2 U L2 D' F2 D' L' U2 F' L2 B D' U' R B R2 ,9555,55
13.79,R2 U' L2 B2 R2 F2 U L2 F2 L D' U B2 D2 F' D B F' L F ,9562,53
13.79,U2 R' F2 L2 R B2 L R2 B2 D2 U F' L B' U B2 L' B R' ,9567,51
13.8,F' R' D L2 D' L D' B D F' B2 L2 D B2 L2 U' D2 B2 U' F2 ,9594,55
13.8,R2 B2 R2 U' B2 U2 R2 F2 R' B' R B2 U R' F2 L2 U' L B2 ,9598,54
13.8,B' R2 B L2 D2 R2 B2 U2 F2 D2 B' D L F R D L U2 L U2 L ,9601,54
13.8,U D' R' B D' L' D F2 U D' F' U2 F2 R2 B U2 L2 B2 L2 ,9602,52
13.8,U' R2 U2 L2 B2 D R2 D F D' U F2 R2 F R' D F R B' ,9605,49
13.8,D' L2 B2 U L2 B2 R2 B2 L B2 D R' B' F2 L R' B L2 R2 ,9606,52
13.8,R2 D2 B L2 R2 U2 B' F2 L2 B' R F2 R U' B2 U' R B' D' F' ,9617,56
13.81,F2 D2 B R2 F' U2 R2 U2 L2 D L U B' F' D L B F2 L' B2 ,9622,53
13.81,B2 L2 F2 R2 D2 B2 F2 D' R2 D' R' D B' R2 D F' R2 B2 U' B ,9629,57
13.81,R' F2 L' U2 L R2 D2 F2 L2 D2 R' F' D2 B' D F' L U' B' F ,9635,56
13.82,D F R' D2 B' R B2 L F U' B' D' B2 L2 D' F2 U F2 U2 R2 ,9660,54
13.82,D2 R F2 L R F2 R' U2 B2 U2 R2 U' B' L' R2 F' U2 F2 L' U L2 ,9662,59
13.82,F' R2 F L U2 B2 R F2 U F R D B2 R2 L2 U R2 F2 R2 D2 ,9666,52
13.82,L F2 L' B2 L2 B2 U2 L D2 R2 B D L F2 D' F R F2 R2 ,9673,50
13.82,D R2 F2 U' L2 D2 B2 F2 R2 B2 D F' D U' B' U' F2 L R' D' L' ,9674,59
13.83,F' R' F' L U2 D2 F2 L' B' L' B2 D2 L2 B2 U B2 U F2 D' F2 ,9690,57
13.84,D R' L' U2 D2 L' B' U L2 B' U2 R2 B2 R2 B2 R2 D R2 D2 ,9710,54
13.84,L F2 R' F' U B2 D L' U2 B R F2 R' D2 F2 L B2 R L' ,9713,50
13.85,D' F' L' F2 R2 D' F U2 B' L' F2 B2 L2 D2 F2 D B2 U F2 ,9723,54
13.85,L D R2 F B' R B' U' B2 R' D2 L2 B D2 R2 F B2 L2 F2 ,9728,51
13.85,B2 R F' U' B' D2 B R D B R2 D R2 L2 D L2 U2 R2 U2 F2 ,9729,53
13.85,R2 U2 R' U2 F' B2 U2 L2 D B' R2 B R2 U2 B' D2 F2 R2 D2 ,9732,55
13.86,L2 F' L2 F2 U2 B U2 B' R2 F' D' R' F' U L' D F2 R' B D' ,9743,56
13.86,U2 D B2 U R F D2 B' U R D2 L2 U' F2 L2 F2 L2 U' B2 D' ,9747,54
13.87,R' B2 R D2 F2 U2 L' U2 F2 D' R' U B' L2 R B2 U2 B' F2 R ,9770,56
13.87,U L F' R' U D B R' U L' F U F2 L2 U' F2 D' R2 U2 L2 ,9772,52
13.87,F' R2 D' L U2 F' R' B U' D2 R2 F2 D R2 F2 D' R2 D2 ,9773,51
13.87,B U2 F' R' B2 R2 L2 D R' U2 R2 F2 R2 D2 L2 B' L2 F2 L2 D2 ,9774,58
13.87,R2 B2 R2 B2 F2 U2 B2 D' L2 B2 R D B' F U' R2 B' U2 L' R ,9779,56
13.87,F' U' F' L F' R' U2 L2 B' D B2 D' L2 B2 U R2 L2 U' L2 ,9784,54
13.88,D' L2 D' F2 L2 B2 U' L2 U2 R' U2 L B' L2 R U L2 D' L2 R' ,9813,57
13.88,B2 D2 L2 U2 F' U2 F' U2 L' R' U' F2 L B' D U2 F' U2 R' ,9816,55
13.88,L2 R2 U' R2 D U2 B2 R2 U L2 U' R' F D' U B2 U2 B' D' R' B' ,9828,59
13.89,D2 F2 D' R2 D2 U R D' F L2 R' U2 F' D' B2 D F' ,9840,47
13.89,R' B R F2 B' R' F' R' L B' R' D' R2 D2 F2 U' R2 L2 U2 B2 ,9845,57
13.89,L2 F D R' B L' D2 B' U' F2 L D2 R U2 B2 R2 U2 D2 B2 L2 ,9851,55
13.9,U2 B R' D' F2 U2 B' U R U' B2 U2 L2 U2 L B2 L' B2 L2 F2 ,9861,56
13.9,R2 D' R2 B2 D F2 L2 D B2 U' R2 B' U B' U R' D' L' B' U ,9879,55
13.9,U' R' B' D L' U2 R U2 F2 U F' R2 B' U2 F U2 B2 D2 B ,9884,52
13.9,U' L' D' F2 R L' B U2 F2 R' F2 B2 D' R2 D2 R2 B2 U' L2 ,9889,55
13.91,B D2 F L2 D2 F D2 F D2 F2 D F2 U R F' L F2 L' D2 U ,9895,51
13.91,L2 U' D2 F' B D' L U B' D' B2 R U2 R' U2 R2 F2 D2 B2 ,9897,53
13.91,B' R2 F' D2 F2 U2 L2 B' L2 F2 R' F' D2 U2 L F' D L' R' F ,9906,57
13.92,L2 B2 R' D2 U2 R F2 L B2 F2 L' B' U F D2 R' B2 U' F' L2 R2 ,9914,59
13.92,R2 D2 F' R2 F L2 F U2 F2 D2 R' D2 R2 D' F U F' D F2 ,9918,52
13.92,R2 B' U2 F' L2 B U2 B' R2 U F2 D L F U' L U F2 U F' ,9923,52
13.92,D2 L2 B' D2 F' D2 R2 U2 R2 B F L F U2 L2 U F L D' U' ,9946,53
13.93,D2 L2 D' L2 R2 U' L2 D' U' L2 F' R' D' U R' D2 L' U2 R' F D ,9954,60
13.93,D U R2 D' B2 D' B2 F2 R' B' R2 F R' D B2 U2 B2 L' U' ,9965,53
13.93,U2 F2 L2 D U2 F2 U' B2 F2 D L' R' D' B' L' B U' L2 F R U2 ,9971,58
13.93,B2 U2 R' B2 R D2 L2 R' U' R2 U' R D U B2 D' F' R' ,9973,50
13.94,B' R L F2 L2 U' L2 B' R' U' D2 B' L2 B' U2 B' D2 R2 F2 U2 F2 ,9983,61
13.94,L2 F2 U2 F D2 B D2 L2 U R2 B L' U2 R B L B' R2 D2 ,9984,50
13.94,F2 L2 R D2 U2 R' B2 F2 D' R U L' F' L' R' F' R' U2 F' ,9985,54
13.94,U2 D' R' D2 B L' F' B U' R U2 B L2 F2 U2 F U2 F ,9990,48
13.94,R F L U' B2 R' F2 U' R' D' F B L2 B R2 F D2 B L2 ,9998,49
13.95,F2 D' L2 D2 B2 D F2 R2 D F' R B' F' D' L U2 L2 F U ,9999,51
13.95,D' B2 U L2 F2 L2 B2 D2 B2 D' F U' B D' B L D' F R U' ,10012,53
13.96,D R' F2 B' L' D' B' L U F B' D L2 B2 D' B2 R2 D' F2 U ,10028,54
13.96,F2 L' B2 U2 R' D2 L' U2 B2 U2 R D' B' U' L2 B D' L2 R' D' F2 ,10036,61
13.96,F2 L' B2 L D2 L' U2 F2 L' R2 B R2 F R2 U L' R' U R2 D2 ,10047,55
13.97,F' D2 U2 F' R2 D2 L2 F2 D' B2 L D2 R' F' R' U2 B F U' ,10057,54
13.97,R2 U D L' U F' R2 B' R' D F2 R' D2 F2 D2 L' B2 U2 R2 B2 ,10060,56
13.97,L B2 U' R2 F2 U R2 L' B' U2 R2 D B2 D' R2 D R2 U F2 D2 ,10061,55
13.97,F U2 B2 U2 F2 R2 U2 L2 U2 L' B F2 D' L U' B2 U F U' F2 ,10073,55
13.97,D2 B2 L' U2 B2 L R U2 L' F2 U F' R' B2 F' U2 R' F' R2 D' ,10078,57
13.98,U2 B2 R2 U' L2 D L2 U' R2 B2 R U' R2 F' L2 U2 L' D' R2 F ,10096,57
13.99,F2 L F2 D B2 L2 F' L F' U F D2 F' L2 B' U2 R2 B' D2 ,10125,52
13.99,U2 L2 B2 R F2 R' D2 B2 R' D2 B2 U F' U' B' R' U' F' L2 U2 L2 ,10140,61
14.0,B F2 R2 D2 F2 L2 F' D2 L2 D' F U2 L2 F' U' L' U B2 U' ,10152,54
14.0,F2 R2 U F2 D U2 B2 L2 F' D' L2 U2 R' F U' R' B2 L2 D2 ,10163,54
14.0,L2 R' B2 R' F2 R' D2 R2 F2 R D2 B' F L D' L' U' B2 L' F R' ,10167,59
14.0,L2 U2 F2 L2 D2 R2 U' L2 B2 D' F' U2 B U B2 R' B L' F2 U' ,10174,57
14.0,L2 B2 D B2 U F2 D F2 D2 B L B2 U' L2 R2 D' B' F' R B' ,10175,54
14.01,F' L2 F' L2 F U2 L2 R2 F R2 B2 L F2 L B' U' B' D' L' R' ,10186,56
14.01,R F2 R2 F2 U2 L U2 R2 D2 U' L' R' B U2 F2 R' B' R D' ,10187,53
14.01,B' R2 B U2 F2 L2 B' U2 L2 R' D' U' R B2 L F2 R' B' D2 B' ,10195,57
14.02,D2 F2 L2 D2 U2 F' D2 B' L2 B' U2 L F' L B' L D U F' L' B ,10206,57
14.02,F L2 D2 F L2 B F U2 B L' U2 B L B L B R D' F' L ,10208,48
14.02,U2 B' D2 B F' L2 U B' F2 D U' R' F2 D F' ,10230,41
14.02,D B2 D B2 R2 U' L2 R2 B2 U B' U' R B2 F' D' U2 B' L' F' D' ,10231,59
14.02,B2 R D2 L2 R2 F2 L U' R B L2 R2 F U B2 D B' ,10235,44
14.02,R B2 L' B2 L' U2 L2 R D' F2 R D U2 L2 B F L B2 ,10237,47
14.02,B' D R B' U' F2 B2 R U2 L D R2 F2 D' F2 D2 B2 U2 ,10238,49
14.02,B' U2 D F U L2 D F2 D' R B D2 L2 F2 B R2 U2 R2 D2 L2 ,10240,53
14.03,U' B2 R2 F2 L2 U L' F D' L2 F L2 F R2 F D2 R2 F ,10243,48
14.03,B2 L2 U2 L2 B R2 U2 B2 U2 F' R' D' R D2 B D2 L2 R ,10247,50
14.03,R' U' D2 F2 U L D' B R' U2 D2 F U2 F' R2 L2 F' R2 U2 ,10248,53
14.03,R2 B2 L U2 R D2 R' U2 R2 B2 F' D' B' F2 U2 F2 D2 R D' ,10259,54
14.05,L D' B2 R' D' R' B2 U' F' U D2 B2 L2 U2 D2 B' U2 B L2 B' U2 ,10288,60
14.05,L2 U2 F2 U R2 U2 B2 R2 F2 L2 B R' F L2 D' B' R F L F' R2 ,10293,57
14.05,L' B R' F2 U F U L2 U' L D2 L2 U2 R2 F D2 F2 L2 U2 R2 D2 ,10311,57
14.06,F D B' D B2 L F U' L F R2 U2 B2 L2 F B2 R2 L2 F ,10317,48
14.06,F2 U2 L' B2 L2 U2 B2 R' D2 B2 D2 B R' D' L' R F' U2 F2 D ,10328,57
14.06,B' L2 U2 L2 U2 R2 B L2 F D' R U' L' U2 F D F U2 L F' ,10329,53
